51521,2967,9476,26620
51521,2967,9476,38537
51521,2967,9476,34459
51521,2967,9476,37343
51521,2967,9476,7027
51521,2967,9476,35098
51521,2967,9476,9106
51521,2967,9476,28605
51521,2967,9476,30348
51521,2967,9476,33694
51521,2967,9477,29609
51521,2967,9477,30087
51521,2967,9478,36619
51521,2967,9478,27191
51521,2967,9478,34133
51521,2967,9478,37381
51521,2967,9478,41547
51521,2967,9478,39936
51823,2979,9521,26620
51823,2979,9521,31713
51823,2979,9521,35348
51823,2979,9521,27935
51823,2979,9521,39936
51823,2979,9521,38537
51823,2979,9521,41547
51823,2979,9521,27191
51823,2979,9521,37343
51823,2979,9521,36651
51823,2979,9523,29609
51945,2982,9529,12858
51945,2982,9529,38537
51945,2982,9529,27779
51945,2982,9529,31713
51945,2982,9529,35098
51945,2982,9529,35541
51945,2982,9529,9106
51945,2982,9529,35019
51945,2982,9529,27191
51945,2982,9529,29609
51945,2982,9531,41547
51945,2982,9531,30348
51945,2982,9531,39936
51945,2982,9531,28605
51945,2982,9531,37381
51945,2982,9531,30087
52455,3002,9591,28349
52455,3002,9591,38537
52455,3002,9591,39936
52455,3002,9591,35098
52455,3002,9591,41547
52455,3002,9591,28605
52455,3002,9591,36651
52455,3002,9591,30087
52455,3002,9591,31713
52455,3002,9591,39169
52455,3002,9592,37381
52530,3004,9600,26620
52530,3004,9600,7270
52530,3004,9600,7027
52530,3004,9601,35541
52530,3004,9601,27779
52530,3004,9602,35019
52530,3004,9602,37343
52530,3004,9602,39936
52530,3004,9602,33694
52530,3004,9602,39030
52530,3004,9602,27191
52530,3004,9602,30348
52530,3004,9602,28351
52530,3004,9602,35098
52530,3004,9602,30087
52530,3004,9603,29609
52530,3004,9603,9106
52530,3004,9603,37381
52133,2990,9557,38537
52133,2990,9558,36619
52133,2990,9558,35541
52133,2990,9558,39936
52133,2990,9558,27779
52133,2990,9558,12858
52133,2990,9558,35098
52133,2990,9558,30348
52133,2990,9558,36651
52133,2990,9558,26620
52133,2990,9558,30087
52133,2990,9559,33694
52106,2988,9545,33694
52106,2988,9545,29609
52106,2988,9545,9106
52106,2988,9545,35098
52106,2988,9545,36619
52106,2988,9545,12858
52106,2988,9545,35348
52106,2988,9545,38537
52106,2988,9545,30087
52106,2988,9545,35019
52106,2988,9547,34459
52106,2988,9547,35541
52106,2988,9547,27779
52106,2988,9547,39030
51933,2981,9526,39936
51933,2981,9526,27779
51933,2981,9526,31713
51933,2981,9526,35098
51933,2981,9526,33694
51933,2981,9526,28605
51933,2981,9526,9106
51933,2981,9526,35019
51933,2981,9526,38537
51933,2981,9526,27191
51933,2981,9528,35348
51933,2981,9528,35541
51933,2981,9528,36651
51726,2975,9504,38537
51726,2975,9504,30087
51726,2975,9505,26620
51726,2975,9505,35541
51726,2975,9505,29609
51726,2975,9505,7027
51726,2975,9505,9106
51726,2975,9505,37381
51726,2975,9505,35098
51726,2975,9505,41547
51726,2975,9506,37343
51523,2968,9479,26620
51523,2968,9479,38537
51523,2968,9479,36619
51523,2968,9479,34133
51523,2968,9479,7027
51523,2968,9479,37343
51523,2968,9479,35098
51523,2968,9479,27779
51523,2968,9479,37381
51523,2968,9479,35019
51523,2968,9480,34459
51523,2968,9480,27191
51523,2968,9480,30348
51523,2968,9480,39030
51523,2968,9480,29609
51523,2968,9480,7270
51523,2968,9480,35541
51523,2968,9480,30087
51523,2968,9480,12858
51187,2917,9353,35098
51187,2917,9353,27779
51187,2917,9353,30348
51187,2917,9353,41547
51187,2917,9355,33694
51187,2917,9355,37343
51187,2917,9355,29609
51187,2917,9355,39936
51187,2917,9355,35348
51187,2917,9355,38537
51187,2917,9355,31713
51187,2917,9355,7027
51187,2917,9355,9106
50814,2737,8719,41547
50814,2737,8719,34133
50814,2737,8719,28349
50814,2737,8719,35019
50814,2737,8719,35541
50814,2737,8719,38537
50814,2737,8719,35098
50814,2737,8719,26620
50814,2737,8719,36651
50814,2737,8719,9106
50814,2737,8720,35348
50814,2737,8720,28351
50814,2737,8720,41593
50814,2737,8720,39936
50814,2737,8720,34660
50814,2737,8720,37381
50814,2738,8721,41547
50814,2738,8721,34133
50814,2738,8721,28349
50814,2738,8721,35019
50814,2738,8721,35541
50814,2738,8721,38537
50814,2738,8721,35098
50814,2738,8721,26620
50814,2738,8721,36651
50814,2738,8721,9106
50814,2738,8722,36619
50814,2738,8722,35348
50814,2738,8722,28351
50814,2738,8722,39936
50814,2738,8722,37381
50814,2738,8722,34459
50814,2739,8723,36619
50814,2739,8723,41547
50814,2739,8723,34133
50814,2739,8723,28349
50814,2739,8723,35019
50814,2739,8723,35541
50814,2739,8723,38537
50814,2739,8723,35098
50814,2739,8723,28351
50814,2739,8723,36651
50814,2739,8724,26620
50814,2739,8724,9106
50814,2739,8724,33694
50814,2739,8724,35348
50814,2739,8724,29609
50814,2739,8724,39169
51032,2878,9240,41547
51032,2878,9240,34133
51032,2878,9240,35541
51032,2878,9240,35098
51032,2878,9240,38537
51032,2878,9240,30348
51032,2878,9240,37343
51032,2878,9240,7270
51032,2878,9240,27191
51032,2878,9240,33694
51032,2878,9241,35348
51032,2878,9241,37381
51032,2878,9241,28349
51032,2878,9241,35019
51032,2878,9241,28351
51032,2878,9241,26620
51032,2878,9241,36651
51032,2878,9241,9106
51032,2878,9241,41593
51032,2878,9241,27779
51033,2879,9242,36619
51033,2879,9242,41547
51033,2879,9242,34133
51033,2879,9242,28349
51033,2879,9242,35019
51033,2879,9242,35541
51033,2879,9242,38537
51033,2879,9242,35098
51033,2879,9242,26620
51033,2879,9242,36651
51033,2879,9243,28351
51033,2879,9243,9106
51033,2879,9243,39936
51033,2879,9243,28605
51033,2879,9243,37381
51033,2879,9243,33694
51035,2883,9250,36619
51035,2883,9250,26620
51035,2883,9250,28351
51035,2883,9250,36651
51035,2883,9250,32590
51035,2883,9250,35019
51035,2883,9250,38537
51035,2883,9250,28349
51035,2883,9250,34459
51035,2883,9250,35541
51035,2884,9252,36619
51035,2884,9252,26620
51035,2884,9252,28351
51035,2884,9252,36651
51035,2884,9252,32590
51035,2884,9252,35019
51035,2884,9252,28349
51035,2884,9252,38537
51035,2884,9252,35541
51035,2884,9252,34459
51035,2885,9254,36619
51035,2885,9254,26620
51035,2885,9254,28351
51035,2885,9254,36651
51035,2885,9254,35019
51035,2885,9254,32590
51035,2885,9254,28349
51035,2885,9254,38537
51035,2885,9254,35541
51035,2885,9254,34459
51035,2885,9255,34660
51035,2885,9255,12858
51035,2886,9256,36619
51035,2886,9256,26620
51035,2886,9256,28351
51035,2886,9256,36651
51035,2886,9256,32590
51035,2886,9256,35019
51035,2886,9256,28349
51035,2886,9256,35541
51035,2886,9256,38537
51035,2886,9256,34459
51035,2886,9257,12858
51035,2887,9258,36619
51035,2887,9258,26620
51035,2887,9258,28351
51035,2887,9258,36651
51035,2887,9258,32590
